rom_title,igdb_id,identity_confirmed_or_recoverable,available_route,libretro_url,libretro_http_status,steamgrid_id,steamgrid_url,steamgrid_portrait_count,steamgrid_identity_caution,igdb_image_url,igdb_image_http_status
"Mickey to Donald - Magical Adventure 3 (English Translated by RPGOne, Rev 1.5 With Nephew Fix Color Patch by Jonny and FastROM Hack by Kandowontu)",42489,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Mickey%20to%20Donald%20-%20Magical%20Adventure%203%20%28Japan%29.png,200,,,0,,,
Mickey's Playtown Adventure - A Day of Discovery! (Prototype),42488,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co3rqk.jpg,200
Might and Magic II (NTSC Conversion),,False,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Might%20and%20Magic%20II%20%28Europe%29.png,200,,,0,Unidentified ROM: title-only results may be another platform or game,,
"Miracle Girls (English Translated by RPGOne, Rev 1.1)",42386,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Miracle%20Girls%20%28Japan%29.png,200,,,0,,,
Mortal Kombat Mythologies - Gold 2000 (TW),37884,True,IGDB image fallback,,,,,0,Unlicensed ROM: manual grid choice required,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co5yt6.jpg,200
Moto-X (NA),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
Mr. Bloppy Saves the World (NA),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
Mr. Tuff (Prototype - NTSC Conversion),214975,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co5z3p.jpg,200
Muhammad Ali Heavyweight Boxing (Prototype),,False,Manual review or artwork still needed,,,35512,https://www.steamgriddb.com/game/35512,5,Unidentified ROM: title-only results may be another platform or game,,
NBA Jam XXX (Prototype),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
Network Q Rally (Prototype),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
"Neugier - The Journey Home (English Translated by Haeleth & RPGOne, Rev 2)",,False,Manual review or artwork still needed,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Neugier%20-%20The%20Journey%20Home%20%28USA%29.png,404,,,0,Unidentified ROM: title-only results may be another platform or game,,
Neuro de Fuzzy Shooting (Prototype),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
"New 3D Golf Simulation - Harukanaru Augusta (JP, Rev 1)",37909,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/New%203D%20Golf%20Simulation%20-%20Harukanaru%20Augusta%20%28Japan%29.png,200,,,0,,,
"Nice de Shot (English Translated by MrRichard999, Rev 0.99 With FastROM Hack by Kandowontu)",37907,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Nice%20de%20Shot%20%28Japan%29.png,200,,,0,,,
Nishijin Pachinko Monogatari 2 (English Translated by MrRichard999),37902,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Nishijin%20Pachinko%20Monogatari%202%20%28Japan%29.png,200,,,0,,,
Nishijin Pachinko Monogatari 3 (English Translated by MrRichard999),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
Noughts & Crosses (NA),239943,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co67km.jpg,200
Nuke (Or Why Men Make Bombs - NA),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
"Okamoto Ayako to Match Play Golf - Ko Olina Golf Club in Hawaii (English Translated by MrRichard999, Rev 0.94)",38179,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Okamoto%20Ayako%20to%20Match%20Play%20Golf%20-%20Ko%20Olina%20Golf%20Club%20in%20Hawaii%20%28Japan%29.png,200,,,0,,,
Olivia no Mystery (English Translated by Alasker1899),44386,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Olivia%20no%20Mystery%20%28Japan%29.png,200,5460120,https://www.steamgriddb.com/game/5460120,0,,,
Operation Starfi5h (NTSC Conversion),,False,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Operation%20Starfi5h%20%28Europe%29.png,200,,,0,Unidentified ROM: title-only results may be another platform or game,,
"Otogirisou (English Translated by Tom, FlashPV, and DDS)",44381,True,Libretro regional filename; SteamGridDB title/year candidate,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Otogirisou%20%28Japan%29.png,200,5256482,https://www.steamgriddb.com/game/5256482,4,,,
Packy & Marlon (NA),42475,True,SteamGridDB title/year candidate,,,38325,https://www.steamgriddb.com/game/38325,1,,,
Panic in Nakayoshi World (English Translated by Project Sailor Moon),42374,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Panic%20in%20Nakayoshi%20World%20%28Japan%29.png,200,35763,https://www.steamgriddb.com/game/35763,0,,,
Parame ROM Cassette Vol. 2 (JP),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
"Parlor! Mini - Pachinko Jikki Simulation Game (JP, Rev 1)",,False,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Parlor%21%20Mini%20-%20Pachinko%20Jikki%20Simulation%20Game%20%28Japan%29.png,200,,,0,Unidentified ROM: title-only results may be another platform or game,,
Pebble Beach no Hatou New Tournament Edition (JP),38143,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co902c.jpg,200
"Pikiinya! (English Translated by LucianoTheWindowsFan, Rev 0.1)",38144,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Pikiinya%21%20%28Japan%29.png,200,,,0,,,
Pocket Monster (TW),45692,True,IGDB image fallback,,,,,0,Unlicensed ROM: manual grid choice required,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co4ana.jpg,200
Pokemon Gold & Silver (TW),,False,Manual review or artwork still needed,,,,,0,Unlicensed ROM: manual grid choice required,,
Pokemon Stadium (TW),163098,True,IGDB image fallback,,,36269,https://www.steamgriddb.com/game/36269,34,Unlicensed ROM: manual grid choice required,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co3izv.jpg,200
Popeye - Ijiwaru Majo Sea Hag no Maki (English Translated by KingMike's Translations),38310,True,Libretro regional filename; SteamGridDB title/year candidate,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Popeye%20-%20Ijiwaru%20Majo%20Sea%20Hag%20no%20Maki%20%28Japan%29.png,200,5348804,https://www.steamgriddb.com/game/5348804,2,,,
Power Slide (Prototype - NTSC Conversion),214976,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co5z4e.jpg,200
Prime (Prototype),214977,True,IGDB image fallback,,,5443616,https://www.steamgriddb.com/game/5443616,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co5z4d.jpg,200
Quinty (Prorotype),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
RHI Roller Hockey '95 (Prototype),42468,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co5z9g.jpg,200
Rally - The Final Round of the World Rally Championship (Prototype),214983,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co55hf.jpg,200
Ranma 1-2 - Akanekodan Teki Hihou (English Translated by Dynamic Designs With Anime Names),38278,True,Libretro regional filename; SteamGridDB title/year candidate,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Ranma%201-2%20-%20Akanekodan%20Teki%20Hihou%20%28Japan%29.png,200,5472346,https://www.steamgriddb.com/game/5472346,3,,,
"Ranma 1-2 - Chougi Ranbu Hen (English Translated by Dynamic Designs, Rev 1.1 With Framerate Hack Patch by Upsilandre, Rev 1.4)",42739,True,Libretro regional filename; SteamGridDB title/year candidate,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Ranma%201-2%20-%20Chougi%20Ranbu%20Hen%20%28Japan%29.png,200,5469210,https://www.steamgriddb.com/game/5469210,3,,,
Rap Basketball (Prototype),37870,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co67fh.jpg,200
Reverse Kids (JP),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
Road Runner (Prototype),,False,Manual review or artwork still needed,,,38320,https://www.steamgriddb.com/game/38320,7,Unidentified ROM: title-only results may be another platform or game,,
"Romancing Sa-Ga (English Translated by DDSTranslation, Rev 1.2)",11311,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Romancing%20Sa-Ga%20%28Japan%29.png,200,,,0,,,
Ryuuki Heidan - Danzarb (English Translated by Aeon Genesis),42397,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co8kyz.jpg,200
Shadowhawk (Prototype - Bugfixes and Stereo Patch by SmokeMonster and RedGuy),37885,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co2wb2.jpg,200
"Shanghai - Banri no Choujou (JP, Rev 1)",4265,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Shanghai%20-%20Banri%20no%20Choujou%20%28Japan%29.png,200,,,0,,,
"Shiki Eiyuuden (English Translated by Dynamic Designs, Rev 0.9)",42303,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Shiki%20Eiyuuden%20%28Japan%29.png,200,,,0,,,
Shin Kidou Senki Gundam W - Endless Duel (English Translated by Aeon Genesis),42464,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Shin%20Kidou%20Senki%20Gundam%20W%20-%20Endless%20Duel%20%28Japan%29.png,200,,,0,,,
Shin Nekketsu Kouha - Kunio-tachi no Banka (English Translated by Aeon Genesis With FastROM Hack by Kandowontu),46584,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Shin%20Nekketsu%20Kouha%20-%20Kunio-tachi%20no%20Banka%20%28Japan%29.png,200,,,0,,,
Shodai Nekketsu Kouha Kunio-kun (English Translated by Aeon Genesis),42427,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Shodai%20Nekketsu%20Kouha%20Kunio-kun%20%28Japan%29.png,200,,,0,,,
Shooter (Prototype),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
Sleep (Prototype),176052,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co5yux.jpg,200
Snake Blaster (Prototype),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
Socks the Cat Rocks the Hill (NA),66232,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co395v.jpg,200
Soul Edge Vs. Samurai (TW),,False,Manual review or artwork still needed,,,,,0,Unlicensed ROM: manual grid choice required,,
Sound Factory (Prototype),42522,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co4aku.jpg,200
Special Tee Shot (Prototype),60587,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/coa340.jpg,200
SpellCraft - Aspects of Valor (Prototype),38438,True,IGDB image fallback,,,34638,https://www.steamgriddb.com/game/34638,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co55dx.jpg,200
Squirrel (TW),,False,Manual review or artwork still needed,,,,,0,Unlicensed ROM: manual grid choice required,,
Steven Seagal is the Final Option (Prototype - SlowROM Hack by Kandowontu),38300,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co5yt4.jpg,200
Street Fighter EX Plus Alpha (TW),,False,Manual review or artwork still needed,,,35978,https://www.steamgriddb.com/game/35978,15,Unlicensed ROM: manual grid choice required,,
Street Fighter V (NA),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
"Sugoi Hebereke (English Translated by LucianoTheWindowsFan, Rev 0.1)",37846,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Sugoi%20Hebereke%20%28Japan%29.png,200,,,0,,,
Super Air Diver 2 (JP),42364,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co4xqk.jpg,200
"Super Back to the Future, Part II (English Translated by Mteam With FastROM Hack by MaxwelOlinda and Fixes by Kandowontu)",8520,True,SteamGridDB title/year candidate,,,5337520,https://www.steamgriddb.com/game/5337520,4,,,
Super Baseball Simulator 1.000 2 (Prototype),38242,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co3c55.jpg,200
Super Bombliss (JP),37842,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/cobbi6.jpg,200
Super Chinese Fighter (English Translated by DDSTranslation),42322,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Chinese%20Fighter%20%28Japan%29.png,200,,,0,,,
"Super Chinese World 2 - Uchuuichi Butou Taikai (English Translated by DDSTranslation, Rev 2)",37840,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Chinese%20World%202%20-%20Uchuuichi%20Butou%20Taikai%20%28Japan%29.png,200,,,0,,,
"Super Chinese World 3 - Chou Jigen Daisakusen (English Translated by DDSTranslation, Rev 2)",42304,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Chinese%20World%203%20-%20Chou%20Jigen%20Daisakusen%20%28Japan%29.png,200,,,0,,,
Super Donkey (Prototype),142130,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co4akm.jpg,200
Super Drift Out - World Rally Championships (JP),42417,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co5zei.jpg,200
Super Dunk Star (JP),42270,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co4cxn.jpg,200
"Super F1 Circus 2 (English Translated by MrRichard999, Rev 0.95)",42268,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20F1%20Circus%202%20%28Japan%29.png,200,,,0,,,
"Super F1 Circus 3 (English Translated by MrRichard999, Rev 0.995)",42267,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20F1%20Circus%203%20%28Japan%29.png,200,,,0,,,
Super Family Circuit (English Translated by MrRichard999),37837,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Family%20Circuit%20%28Japan%29.png,200,,,0,,,
Super Family Gelaende (JP),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
"Super Famista 4 (JP, Rev 1)",37834,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Famista%204%20%28Japan%29.png,200,,,0,,,
"Super Fire Pro Wrestling III - Final Bout (JP, Rev 1)",60949,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Fire%20Pro%20Wrestling%20III%20-%20Final%20Bout%20%28Japan%29.png,200,,,0,,,
"Super Fire Pro Wrestling Special (Story Mode English Translated by BobSchneeder45, Boogal, and Iccanobif)",38286,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Fire%20Pro%20Wrestling%20Special%20%28Japan%29.png,200,,,0,,,
Super Formation Soccer '94 - World Cup Edition (JP),42362,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co55nd.jpg,200
Super Formation Soccer '94 - World Cup Final Data (JP),42361,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co4yev.jpg,200
Super Formation Soccer '95 - Della Serie A (JP - UCC Xaqua Version),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
Super Formation Soccer '95 - Della Serie A (JP),42360,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co64qw.jpg,200
Super Formation Soccer '96 - World Club Edition (JP),42359,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co3083.jpg,200
Super Full Metal Planet (Prototype - NTSC Conversion),214979,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co55dy.jpg,200
"Super Gachapon World - SD Gundam X (English Translated by MrRichard999, Rev 0.98)",42401,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Gachapon%20World%20-%20SD%20Gundam%20X%20%28Japan%29.png,200,,,0,,,
Super Gussun Oyoyo 2 (English Translated by RPGOne),38385,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Gussun%20Oyoyo%202%20%28Japan%29.png,200,,,0,,,
"Super Naxat Open - Golf de Shoubu da! Dorabocchan (English Translated by MrRichard999, Rev 0.99 With FastROM Hack by Kandowontu)",60460,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co3085.jpg,200
Super Ninja-kun (English Translated by Diogo Ribeiro),38271,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Ninja-kun%20%28Japan%29.png,200,,,0,,,
"Super Power League 2 (JP, Rev 1)",42262,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Power%20League%202%20%28Japan%29.png,200,,,0,,,
"Super Puyo Puyo Tsuu (English Translated by J2e Translations, Rev 1.1)",,False,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Puyo%20Puyo%20Tsuu%20%28Japan%29.png,200,,,0,Unidentified ROM: title-only results may be another platform or game,,
"Super Robot Taisen Gaiden - Masoukishin - The Lord of Elemental (English Translated by Aeon Genesis, Rev 1.05 With Music Persistence Patch)",38233,True,Libretro regional filename; SteamGridDB title/year candidate,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Robot%20Taisen%20Gaiden%20-%20Masoukishin%20-%20The%20Lord%20of%20Elemental%20%28Japan%29.png,200,5363625,https://www.steamgriddb.com/game/5363625,2,,,
Super Shadow of the Beast (Prototype),42453,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co40cu.jpg,200
"Super Soukoban (English Translated by MrRichard999 and Krom, Rev 0.5)",38291,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Soukoban%20%28Japan%29.png,200,,,0,,,
Super Turrican 2 Special Edition (NA),195988,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co5zfe.jpg,200
Super Turrican Collection (NA),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
Super Ultra Baseball 2 (English Translated by VX),38242,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Ultra%20Baseball%202%20%28Japan%29.png,200,,,0,,,
Super Uno (English Translated by Krokodyl),37946,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Super%20Uno%20%28Japan%29.png,200,,,0,,,
Sylvester and Tweety (Prototype),146073,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co5zfc.jpg,200
Taekwon-Do (JP),114033,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co304x.jpg,200
Tekken 2 (TW),,False,Manual review or artwork still needed,,,34063,https://www.steamgriddb.com/game/34063,38,Unlicensed ROM: manual grid choice required,,
The Blues Brothers (NA),,False,Manual review or artwork still needed,,,33923,https://www.steamgriddb.com/game/33923,7,Unidentified ROM: title-only results may be another platform or game,,
The Great Battle Gaiden 2 - Matsuri da Wasshoi (JP),38124,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/pvadcbcyza2ioufpzmx3.jpg,200
The King of Fighters '98 (TW),,False,Manual review or artwork still needed,,,5283505,https://www.steamgriddb.com/game/5283505,17,Unlicensed ROM: manual grid choice required,,
The King of Fighters 2000 (TW),,False,Manual review or artwork still needed,,,38445,https://www.steamgriddb.com/game/38445,43,Unlicensed ROM: manual grid choice required,,
The King of Rally - Paris-Moscow-Beijing (JP),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
The Ren & Stimpy Show - Buckeroo$! (NA),7987,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co5z99.jpg,200
The Shadow (Prototype),42465,True,IGDB image fallback,,,5534170,https://www.steamgriddb.com/game/5534170,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co4akw.jpg,200
Time Pilot (Prototype),,False,Manual review or artwork still needed,,,5248486,https://www.steamgriddb.com/game/5248486,2,Unidentified ROM: title-only results may be another platform or game,,
"Tokimeki Memorial - Densetsu no Ki no Shita de (English Translated by Tom, FlashPV, and DDS, Rev 3)",42320,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Tokimeki%20Memorial%20-%20Densetsu%20no%20Ki%20no%20Shita%20de%20%28Japan%29.png,200,,,0,,,
Tom Vs. Jerry - The Chase is On! (Prototype),269769,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/cocixm.jpg,200
"Torneko no Daibouken - Fushigi no Dungeon (English Translated by Dynamic Designs, Rev 0.99)",,False,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Torneko%20no%20Daibouken%20-%20Fushigi%20no%20Dungeon%20%28Japan%29.png,200,5264744,https://www.steamgriddb.com/game/5264744,6,Unidentified ROM: title-only results may be another platform or game,,
"Tsuyoshi Shikkari Shinasai - Taisen Puzzle Dama (English Translated by Bankbank, Rev 0.1)",37778,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Tsuyoshi%20Shikkari%20Shinasai%20-%20Taisen%20Puzzle%20Dama%20%28Japan%29.png,200,,,0,,,
U.F.O. Kamen Yakisoban - Kettler no Kuroi Inbou (Keihin Ban - JP),,False,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/U.F.O.%20Kamen%20Yakisoban%20-%20Kettler%20no%20Kuroi%20Inbou%20%28Japan%29.png,200,,,0,Unidentified ROM: title-only results may be another platform or game,,
"Ugoku E, Ver. 2.0 - Aryol (JP)",44427,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/fgazmwhawbqhfs2zmdkq.jpg,200
"Ultima - Kyouryuu Teikoku - The Savage Empire (English Translated by Nytegard, Rev 1.01)",,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
"Ultra Baseball Jitsumei Ban (English Translated by VX, Rev 1.04 Final)",44429,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Ultra%20Baseball%20Jitsumei%20Ban%20%28Japan%29.png,200,,,0,,,
Unknown Top-Down Racing Game (Prototype),,False,Manual review or artwork still needed,,,,,0,Unidentified ROM: title-only results may be another platform or game,,
Wedding Peach (English Translated by Krokodyl),38402,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Wedding%20Peach%20%28Japan%29.png,200,,,0,,,
Wile E's Revenge (Prototype - NTSC Conversion),214982,True,IGDB image fallback,,,,,0,,https://images.igdb.com/igdb/image/upload/t_cover_big_2x/co55dt.jpg,200
Winter Olympic Games - Lillehammer '94 (NA),,False,Manual review or artwork still needed,,,37118,https://www.steamgriddb.com/game/37118,5,Unidentified ROM: title-only results may be another platform or game,,
"Wizardry Gaiden IV - Taima no Kodou (English Translated by AgentOrange, DDS, Helly, and MrRichard999, Rev 1.02)",42314,True,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Wizardry%20Gaiden%20IV%20-%20Taima%20no%20Kodou%20%28Japan%29.png,200,,,0,,,
"Wizardry I-II-III - Story of Llylgamyn (English Translated by Aeon Genesis With Fixes by Hengki Kusuma Adi, Rev 1.2 With IBM PC Item Names Patch, Rev 1.1)",,False,Manual review or artwork still needed,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Wizardry%20I-II-III%20-%20Story%20of%20Llylgamyn%20%28USA%29.png,404,,,0,Unidentified ROM: title-only results may be another platform or game,,
"Wizardry VI - Kindan no Mahitsu (English Translated by TiCo, Rev 0.99 With Bugfixes by MrRichard999)",,False,Libretro regional filename,https://thumbnails.libretro.com/Nintendo%20-%20Super%20Nintendo%20Entertainment%20System/Named_Boxarts/Wizardry%20VI%20-%20Kindan%20no%20Mahitsu%20%28Japan%29.png,200,,,0,Unidentified ROM: title-only results may be another platform or game,,
